raw	safe
MX1_rna_M2 Nucleus	MX1_rna_M2_Nucleus
MX1_rna_PDC Nucleus	MX1_rna_PDC_Nucleus
MX1_rna_PLASMA Nucleus	MX1_rna_PLASMA_Nucleus
MX1_rna_SGEC Nucleus	MX1_rna_SGEC_Nucleus
MX1_rna_TFH Nucleus	MX1_rna_TFH_Nucleus
MX1_rna_TH1 Nucleus	MX1_rna_TH1_Nucleus
MX1_rna_TH17 Nucleus	MX1_rna_TH17_Nucleus
MX1_rna_TREG Nucleus	MX1_rna_TREG_Nucleus
MX2_BCELL Cytoplasm	MX2_BCELL_Cytoplasm
MX2_M1 Cytoplasm	MX2_M1_Cytoplasm
MX2_M2 Cytoplasm	MX2_M2_Cytoplasm
MX2_PDC Cytoplasm	MX2_PDC_Cytoplasm
MX2_PLASMA Cytoplasm	MX2_PLASMA_Cytoplasm
MX2_SGEC Cytoplasm	MX2_SGEC_Cytoplasm
MX2_TFH Cytoplasm	MX2_TFH_Cytoplasm
MX2_TH1 Cytoplasm	MX2_TH1_Cytoplasm
MX2_TH17 Cytoplasm	MX2_TH17_Cytoplasm
MX2_TREG Cytoplasm	MX2_TREG_Cytoplasm
MX2_rna_BCELL Nucleus	MX2_rna_BCELL_Nucleus
MX2_rna_M1 Nucleus	MX2_rna_M1_Nucleus
MX2_rna_M2 Nucleus	MX2_rna_M2_Nucleus
MX2_rna_PDC Nucleus	MX2_rna_PDC_Nucleus
MX2_rna_PLASMA Nucleus	MX2_rna_PLASMA_Nucleus
MX2_rna_SGEC Nucleus	MX2_rna_SGEC_Nucleus
MX2_rna_TFH Nucleus	MX2_rna_TFH_Nucleus
MX2_rna_TH1 Nucleus	MX2_rna_TH1_Nucleus
MX2_rna_TH17 Nucleus	MX2_rna_TH17_Nucleus
MX2_rna_TREG Nucleus	MX2_rna_TREG_Nucleus
MYD88_BCELL Cytoplasm	MYD88_BCELL_Cytoplasm
MYD88_M1 Cytoplasm	MYD88_M1_Cytoplasm
MYD88_M2 Cytoplasm	MYD88_M2_Cytoplasm
MYD88_PDC Cytoplasm	MYD88_PDC_Cytoplasm
MYD88_PDC Cytoplasm_1	MYD88_PDC_Cytoplasm_1
MYD88_PLASMA Cytoplasm	MYD88_PLASMA_Cytoplasm
MYD88_SGEC Cytoplasm	MYD88_SGEC_Cytoplasm
MYD88_TFH Cytoplasm	MYD88_TFH_Cytoplasm
MYD88_TH1 Cytoplasm	MYD88_TH1_Cytoplasm
MYD88_TH17 Cytoplasm	MYD88_TH17_Cytoplasm
MYD88_TREG Cytoplasm	MYD88_TREG_Cytoplasm
MYD88_TREG Cytoplasm_1	MYD88_TREG_Cytoplasm_1
Matrix_degradation_phenotype	Matrix_degradation_phenotype
NCAM1_BCELL Cytoplasm	NCAM1_BCELL_Cytoplasm
NCAM1_M1 Cytoplasm	NCAM1_M1_Cytoplasm
NCAM1_M2 Cytoplasm	NCAM1_M2_Cytoplasm
NCAM1_PDC Cytoplasm	NCAM1_PDC_Cytoplasm
NCAM1_PLASMA Cytoplasm	NCAM1_PLASMA_Cytoplasm
NCAM1_SGEC Cytoplasm	NCAM1_SGEC_Cytoplasm
NCAM1_TFH Cytoplasm	NCAM1_TFH_Cytoplasm
NCAM1_TH1 Cytoplasm	NCAM1_TH1_Cytoplasm
NCAM1_TH17 Cytoplasm	NCAM1_TH17_Cytoplasm
NCAM1_TREG Cytoplasm	NCAM1_TREG_Cytoplasm
NCAM1_rna_BCELL Nucleus	NCAM1_rna_BCELL_Nucleus
NCAM1_rna_M1 Nucleus	NCAM1_rna_M1_Nucleus
NCAM1_rna_M2 Nucleus	NCAM1_rna_M2_Nucleus
NCAM1_rna_PDC Nucleus	NCAM1_rna_PDC_Nucleus
NCAM1_rna_PLASMA Nucleus	NCAM1_rna_PLASMA_Nucleus
NCAM1_rna_SGEC Nucleus	NCAM1_rna_SGEC_Nucleus
NCAM1_rna_TFH Nucleus	NCAM1_rna_TFH_Nucleus
NCAM1_rna_TH1 Nucleus	NCAM1_rna_TH1_Nucleus
NCAM1_rna_TH17 Nucleus	NCAM1_rna_TH17_Nucleus
NCAM1_rna_TREG Nucleus	NCAM1_rna_TREG_Nucleus
NFATC1	NFATC1
NFATC1,2,3_BCELL Nucleus	NFATC1_2_3_BCELL_Nucleus
NFATC1,2,3_PLASMA Nucleus	NFATC1_2_3_PLASMA_Nucleus
NFKB1/RELA_complex_BCELL Cytoplasm	NFKB1_RELA_complex_BCELL_Cytoplasm
NFKB1/RELA_complex_PLASMA Cytoplasm	NFKB1_RELA_complex_PLASMA_Cytoplasm
NFKB1_BCELL Cytoplasm	NFKB1_BCELL_Cytoplasm
NFKB1_BCELL Cytoplasm_1	NFKB1_BCELL_Cytoplasm_1
NFKB1_BCELL Nucleus	NFKB1_BCELL_Nucleus
NFKB1_M1 Cytoplasm	NFKB1_M1_Cytoplasm
NFKB1_M1 Cytoplasm_1	NFKB1_M1_Cytoplasm_1
NFKB1_M1 Nucleus	NFKB1_M1_Nucleus
NFKB1_M2 Cytoplasm	NFKB1_M2_Cytoplasm
NFKB1_M2 Cytoplasm_1	NFKB1_M2_Cytoplasm_1
NFKB1_M2 Nucleus	NFKB1_M2_Nucleus
NFKB1_PDC Cytoplasm	NFKB1_PDC_Cytoplasm
NFKB1_PDC Cytoplasm_1	NFKB1_PDC_Cytoplasm_1
NFKB1_PDC Nucleus	NFKB1_PDC_Nucleus
NFKB1_PLASMA Cytoplasm	NFKB1_PLASMA_Cytoplasm
NFKB1_PLASMA Cytoplasm_1	NFKB1_PLASMA_Cytoplasm_1
NFKB1_PLASMA Nucleus	NFKB1_PLASMA_Nucleus
NFKB1_SGEC Cytoplasm	NFKB1_SGEC_Cytoplasm
NFKB1_SGEC Cytoplasm_1	NFKB1_SGEC_Cytoplasm_1
NFKB1_SGEC Nucleus	NFKB1_SGEC_Nucleus
NFKB1_TFH Cytoplasm	NFKB1_TFH_Cytoplasm
NFKB1_TFH Cytoplasm_1	NFKB1_TFH_Cytoplasm_1
NFKB1_TFH Nucleus	NFKB1_TFH_Nucleus
NFKB1_TH1 Cytoplasm	NFKB1_TH1_Cytoplasm
NFKB1_TH1 Cytoplasm_1	NFKB1_TH1_Cytoplasm_1
NFKB1_TH1 Nucleus	NFKB1_TH1_Nucleus
NFKB1_TH17 Cytoplasm	NFKB1_TH17_Cytoplasm
NFKB1_TH17 Cytoplasm_1	NFKB1_TH17_Cytoplasm_1
NFKB1_TH17 Nucleus	NFKB1_TH17_Nucleus
NFKB1_TREG Cytoplasm	NFKB1_TREG_Cytoplasm
NFKB1_TREG Cytoplasm_1	NFKB1_TREG_Cytoplasm_1
NFKB1_TREG Nucleus	NFKB1_TREG_Nucleus
NFKB1_gene_M1 Nucleus	NFKB1_gene_M1_Nucleus
NFKB1_gene_M2 Nucleus	NFKB1_gene_M2_Nucleus
NFKB1_gene_PDC Nucleus	NFKB1_gene_PDC_Nucleus
NFKB1_gene_SGEC Nucleus	NFKB1_gene_SGEC_Nucleus
NFKB1_gene_TFH Nucleus	NFKB1_gene_TFH_Nucleus
NFKB1_gene_TH1 Nucleus	NFKB1_gene_TH1_Nucleus
NFKB1_gene_TH17 Nucleus	NFKB1_gene_TH17_Nucleus
NFKB1_gene_TREG Nucleus	NFKB1_gene_TREG_Nucleus
NFKB1_rna_BCELL Nucleus	NFKB1_rna_BCELL_Nucleus
NFKB1_rna_PLASMA Nucleus	NFKB1_rna_PLASMA_Nucleus
NFKB2/RELB_complex_BCELL Nucleus	NFKB2_RELB_complex_BCELL_Nucleus
NFKB2/RELB_complex_M1 Cytoplasm	NFKB2_RELB_complex_M1_Cytoplasm
NFKB2/RELB_complex_M2 Cytoplasm	NFKB2_RELB_complex_M2_Cytoplasm
NFKB2/RELB_complex_PDC Cytoplasm	NFKB2_RELB_complex_PDC_Cytoplasm
NFKB2/RELB_complex_PDC Nucleus	NFKB2_RELB_complex_PDC_Nucleus
NFKB2/RELB_complex_PLASMA Nucleus	NFKB2_RELB_complex_PLASMA_Nucleus
NFKB2/RELB_complex_SGEC Cytoplasm	NFKB2_RELB_complex_SGEC_Cytoplasm
NFKB2/RELB_complex_TFH Cytoplasm	NFKB2_RELB_complex_TFH_Cytoplasm
NFKB2/RELB_complex_TH1 Cytoplasm	NFKB2_RELB_complex_TH1_Cytoplasm
NFKB2/RELB_complex_TH17 Cytoplasm	NFKB2_RELB_complex_TH17_Cytoplasm
NFKB2/RELB_complex_TREG Cytoplasm	NFKB2_RELB_complex_TREG_Cytoplasm
NFKB2/RELB_complex_TREG Nucleus	NFKB2_RELB_complex_TREG_Nucleus
NFKB2_BCELL Cytoplasm	NFKB2_BCELL_Cytoplasm
NFKB2_BCELL Cytoplasm_1	NFKB2_BCELL_Cytoplasm_1
NFKB2_BCELL Nucleus	NFKB2_BCELL_Nucleus
NFKB2_M1 Cytoplasm	NFKB2_M1_Cytoplasm
NFKB2_M1 Cytoplasm_1	NFKB2_M1_Cytoplasm_1
NFKB2_M1 Nucleus	NFKB2_M1_Nucleus
NFKB2_M2 Cytoplasm	NFKB2_M2_Cytoplasm
NFKB2_M2 Cytoplasm_1	NFKB2_M2_Cytoplasm_1
NFKB2_M2 Nucleus	NFKB2_M2_Nucleus
NFKB2_PDC Cytoplasm	NFKB2_PDC_Cytoplasm
NFKB2_PDC Cytoplasm_1	NFKB2_PDC_Cytoplasm_1
NFKB2_PDC Nucleus	NFKB2_PDC_Nucleus
NFKB2_PLASMA Cytoplasm	NFKB2_PLASMA_Cytoplasm
NFKB2_PLASMA Cytoplasm_1	NFKB2_PLASMA_Cytoplasm_1
NFKB2_PLASMA Nucleus	NFKB2_PLASMA_Nucleus
NFKB2_SGEC Cytoplasm	NFKB2_SGEC_Cytoplasm
NFKB2_SGEC Cytoplasm_1	NFKB2_SGEC_Cytoplasm_1
NFKB2_SGEC Nucleus	NFKB2_SGEC_Nucleus
NFKB2_TFH Cytoplasm	NFKB2_TFH_Cytoplasm
NFKB2_TFH Cytoplasm_1	NFKB2_TFH_Cytoplasm_1
NFKB2_TFH Nucleus	NFKB2_TFH_Nucleus
NFKB2_TH1 Cytoplasm	NFKB2_TH1_Cytoplasm
NFKB2_TH1 Cytoplasm_1	NFKB2_TH1_Cytoplasm_1
NFKB2_TH1 Nucleus	NFKB2_TH1_Nucleus
NFKB2_TH17 Cytoplasm	NFKB2_TH17_Cytoplasm
NFKB2_TH17 Cytoplasm_1	NFKB2_TH17_Cytoplasm_1
NFKB2_TH17 Nucleus	NFKB2_TH17_Nucleus
NFKB2_TREG Cytoplasm	NFKB2_TREG_Cytoplasm
NFKB2_TREG Cytoplasm_1	NFKB2_TREG_Cytoplasm_1
NFKB2_TREG Nucleus	NFKB2_TREG_Nucleus
NFKB2_gene_M1 Nucleus	NFKB2_gene_M1_Nucleus
NFKB2_gene_M2 Nucleus	NFKB2_gene_M2_Nucleus
NFKB2_gene_PDC Nucleus	NFKB2_gene_PDC_Nucleus
NFKB2_gene_SGEC Nucleus	NFKB2_gene_SGEC_Nucleus
NFKB2_gene_TFH Nucleus	NFKB2_gene_TFH_Nucleus
NFKB2_gene_TH1 Nucleus	NFKB2_gene_TH1_Nucleus
NFKB2_gene_TH17 Nucleus	NFKB2_gene_TH17_Nucleus
NFKB2_gene_TREG Nucleus	NFKB2_gene_TREG_Nucleus
NFKB2_rna_BCELL Nucleus	NFKB2_rna_BCELL_Nucleus
NFKB2_rna_PLASMA Nucleus	NFKB2_rna_PLASMA_Nucleus
NFKBIA_BCELL Cytoplasm	NFKBIA_BCELL_Cytoplasm
NFKBIA_PLASMA Cytoplasm	NFKBIA_PLASMA_Cytoplasm
NFKBIA_gene_M1 Nucleus	NFKBIA_gene_M1_Nucleus
NFKBIA_gene_M2 Nucleus	NFKBIA_gene_M2_Nucleus
NFKBIA_gene_PDC Nucleus	NFKBIA_gene_PDC_Nucleus
NFKBIA_gene_SGEC Nucleus	NFKBIA_gene_SGEC_Nucleus
NFKBIA_gene_TFH Nucleus	NFKBIA_gene_TFH_Nucleus
NFKBIA_gene_TH1 Nucleus	NFKBIA_gene_TH1_Nucleus
NFKBIA_gene_TH17 Nucleus	NFKBIA_gene_TH17_Nucleus
NFKBIA_gene_TREG Nucleus	NFKBIA_gene_TREG_Nucleus
NFKBIA_rna_BCELL Nucleus	NFKBIA_rna_BCELL_Nucleus
NFKBIA_rna_PLASMA Nucleus	NFKBIA_rna_PLASMA_Nucleus
NLRC5_BCELL Cytoplasm	NLRC5_BCELL_Cytoplasm
NLRC5_BCELL Cytoplasm_1	NLRC5_BCELL_Cytoplasm_1
NLRC5_M1 Cytoplasm	NLRC5_M1_Cytoplasm
NLRC5_M2 Cytoplasm	NLRC5_M2_Cytoplasm
NLRC5_PDC Cytoplasm	NLRC5_PDC_Cytoplasm
NLRC5_PLASMA Cytoplasm	NLRC5_PLASMA_Cytoplasm
NLRC5_PLASMA Cytoplasm_1	NLRC5_PLASMA_Cytoplasm_1
NLRC5_SGEC Cytoplasm	NLRC5_SGEC_Cytoplasm
NLRC5_TFH Cytoplasm	NLRC5_TFH_Cytoplasm
NLRC5_TH1 Cytoplasm	NLRC5_TH1_Cytoplasm
NLRC5_TH17 Cytoplasm	NLRC5_TH17_Cytoplasm
NLRC5_TREG Cytoplasm	NLRC5_TREG_Cytoplasm
NLRX1_BCELL Cytoplasm	NLRX1_BCELL_Cytoplasm
NLRX1_PLASMA Cytoplasm	NLRX1_PLASMA_Cytoplasm
OAS1_BCELL Cytoplasm	OAS1_BCELL_Cytoplasm
OAS1_M1 Cytoplasm	OAS1_M1_Cytoplasm
OAS1_M2 Cytoplasm	OAS1_M2_Cytoplasm
OAS1_PDC Cytoplasm	OAS1_PDC_Cytoplasm
OAS1_PLASMA Cytoplasm	OAS1_PLASMA_Cytoplasm
OAS1_SGEC Cytoplasm	OAS1_SGEC_Cytoplasm
OAS1_TFH Cytoplasm	OAS1_TFH_Cytoplasm
OAS1_TH1 Cytoplasm	OAS1_TH1_Cytoplasm
OAS1_TH17 Cytoplasm	OAS1_TH17_Cytoplasm
OAS1_TREG Cytoplasm	OAS1_TREG_Cytoplasm
OAS1_rna_BCELL Nucleus	OAS1_rna_BCELL_Nucleus
OAS1_rna_M1 Nucleus	OAS1_rna_M1_Nucleus
OAS1_rna_M2 Nucleus	OAS1_rna_M2_Nucleus
OAS1_rna_PDC Nucleus	OAS1_rna_PDC_Nucleus
OAS1_rna_PLASMA Nucleus	OAS1_rna_PLASMA_Nucleus
OAS1_rna_SGEC Nucleus	OAS1_rna_SGEC_Nucleus
OAS1_rna_TFH Nucleus	OAS1_rna_TFH_Nucleus
OAS1_rna_TH1 Nucleus	OAS1_rna_TH1_Nucleus
OAS1_rna_TH17 Nucleus	OAS1_rna_TH17_Nucleus
OAS1_rna_TREG Nucleus	OAS1_rna_TREG_Nucleus
OAS2_BCELL Cytoplasm	OAS2_BCELL_Cytoplasm
OAS2_M1 Cytoplasm	OAS2_M1_Cytoplasm
OAS2_M2 Cytoplasm	OAS2_M2_Cytoplasm
OAS2_PDC Cytoplasm	OAS2_PDC_Cytoplasm
OAS2_PLASMA Cytoplasm	OAS2_PLASMA_Cytoplasm
OAS2_SGEC Cytoplasm	OAS2_SGEC_Cytoplasm
OAS2_TFH Cytoplasm	OAS2_TFH_Cytoplasm
OAS2_TH1 Cytoplasm	OAS2_TH1_Cytoplasm
OAS2_TH17 Cytoplasm	OAS2_TH17_Cytoplasm
OAS2_TREG Cytoplasm	OAS2_TREG_Cytoplasm
OAS2_rna_BCELL Nucleus	OAS2_rna_BCELL_Nucleus
OAS2_rna_M1 Nucleus	OAS2_rna_M1_Nucleus
OAS2_rna_M2 Nucleus	OAS2_rna_M2_Nucleus
OAS2_rna_PDC Nucleus	OAS2_rna_PDC_Nucleus
OAS2_rna_PLASMA Nucleus	OAS2_rna_PLASMA_Nucleus
OAS2_rna_SGEC Nucleus	OAS2_rna_SGEC_Nucleus
OAS2_rna_TFH Nucleus	OAS2_rna_TFH_Nucleus
OAS2_rna_TH1 Nucleus	OAS2_rna_TH1_Nucleus
OAS2_rna_TH17 Nucleus	OAS2_rna_TH17_Nucleus
OAS2_rna_TREG Nucleus	OAS2_rna_TREG_Nucleus
OAS3_BCELL Cytoplasm	OAS3_BCELL_Cytoplasm
OAS3_M1 Cytoplasm	OAS3_M1_Cytoplasm
OAS3_M2 Cytoplasm	OAS3_M2_Cytoplasm
OAS3_PDC Cytoplasm	OAS3_PDC_Cytoplasm
OAS3_PLASMA Cytoplasm	OAS3_PLASMA_Cytoplasm
OAS3_SGEC Cytoplasm	OAS3_SGEC_Cytoplasm
OAS3_TFH Cytoplasm	OAS3_TFH_Cytoplasm
OAS3_TH1 Cytoplasm	OAS3_TH1_Cytoplasm
OAS3_TH17 Cytoplasm	OAS3_TH17_Cytoplasm
OAS3_TREG Cytoplasm	OAS3_TREG_Cytoplasm
OAS3_rna_BCELL Nucleus	OAS3_rna_BCELL_Nucleus
OAS3_rna_M1 Nucleus	OAS3_rna_M1_Nucleus
OAS3_rna_M2 Nucleus	OAS3_rna_M2_Nucleus
OAS3_rna_PDC Nucleus	OAS3_rna_PDC_Nucleus
OAS3_rna_PLASMA Nucleus	OAS3_rna_PLASMA_Nucleus
OAS3_rna_SGEC Nucleus	OAS3_rna_SGEC_Nucleus
OAS3_rna_TFH Nucleus	OAS3_rna_TFH_Nucleus
OAS3_rna_TH1 Nucleus	OAS3_rna_TH1_Nucleus
OAS3_rna_TH17 Nucleus	OAS3_rna_TH17_Nucleus
OAS3_rna_TREG Nucleus	OAS3_rna_TREG_Nucleus
OASL_BCELL Cytoplasm	OASL_BCELL_Cytoplasm
OASL_M1 Cytoplasm	OASL_M1_Cytoplasm
OASL_M2 Cytoplasm	OASL_M2_Cytoplasm
OASL_PDC Cytoplasm	OASL_PDC_Cytoplasm
OASL_PLASMA Cytoplasm	OASL_PLASMA_Cytoplasm
OASL_SGEC Cytoplasm	OASL_SGEC_Cytoplasm
OASL_TFH Cytoplasm	OASL_TFH_Cytoplasm
OASL_TH1 Cytoplasm	OASL_TH1_Cytoplasm
OASL_TH17 Cytoplasm	OASL_TH17_Cytoplasm
OASL_TREG Cytoplasm	OASL_TREG_Cytoplasm
OASL_rna_BCELL Nucleus	OASL_rna_BCELL_Nucleus
OASL_rna_M1 Nucleus	OASL_rna_M1_Nucleus
OASL_rna_M2 Nucleus	OASL_rna_M2_Nucleus
OASL_rna_PDC Nucleus	OASL_rna_PDC_Nucleus
OASL_rna_PLASMA Nucleus	OASL_rna_PLASMA_Nucleus
OASL_rna_SGEC Nucleus	OASL_rna_SGEC_Nucleus
OASL_rna_TFH Nucleus	OASL_rna_TFH_Nucleus
OASL_rna_TH1 Nucleus	OASL_rna_TH1_Nucleus
OASL_rna_TH17 Nucleus	OASL_rna_TH17_Nucleus
OASL_rna_TREG Nucleus	OASL_rna_TREG_Nucleus
PDCD1	PDCD1
PDL1/PD1_complex	PDL1_PD1_complex
PG	PG
PI(3	PI_3
PI(3,4,5)P3_BCELL Cytoplasm	PI_3_4_5_P3_BCELL_Cytoplasm
PI(3,4,5)P3_BCELL EndoplasmicReticulum	PI_3_4_5_P3_BCELL_EndoplasmicReticulum
PI(3,4,5)P3_M1 EndoplasmicReticulum	PI_3_4_5_P3_M1_EndoplasmicReticulum
PI(3,4,5)P3_M2 EndoplasmicReticulum	PI_3_4_5_P3_M2_EndoplasmicReticulum
PI(3,4,5)P3_PDC EndoplasmicReticulum	PI_3_4_5_P3_PDC_EndoplasmicReticulum
PI(3,4,5)P3_PLASMA Cytoplasm	PI_3_4_5_P3_PLASMA_Cytoplasm
PI(3,4,5)P3_PLASMA EndoplasmicReticulum	PI_3_4_5_P3_PLASMA_EndoplasmicReticulum
PI(3,4,5)P3_SGEC EndoplasmicReticulum	PI_3_4_5_P3_SGEC_EndoplasmicReticulum
PI(3,4,5)P3_TFH EndoplasmicReticulum	PI_3_4_5_P3_TFH_EndoplasmicReticulum
PI(3,4,5)P3_TH1 EndoplasmicReticulum	PI_3_4_5_P3_TH1_EndoplasmicReticulum
PI(3,4,5)P3_TH17 EndoplasmicReticulum	PI_3_4_5_P3_TH17_EndoplasmicReticulum
PI(3,4,5)P3_TREG EndoplasmicReticulum	PI_3_4_5_P3_TREG_EndoplasmicReticulum
PI(4	PI_4
PI(4,5)P2_BCELL Cytoplasm	PI_4_5_P2_BCELL_Cytoplasm
PI(4,5)P2_PLASMA Cytoplasm	PI_4_5_P2_PLASMA_Cytoplasm
PI3K_BCELL Cytoplasm	PI3K_BCELL_Cytoplasm
PI3K_BCELL Cytoplasm_1	PI3K_BCELL_Cytoplasm_1
PI3K_M1 Cytoplasm	PI3K_M1_Cytoplasm
PI3K_M2 Cytoplasm	PI3K_M2_Cytoplasm
PI3K_PDC Cytoplasm	PI3K_PDC_Cytoplasm
PI3K_PLASMA Cytoplasm	PI3K_PLASMA_Cytoplasm
PI3K_PLASMA Cytoplasm_1	PI3K_PLASMA_Cytoplasm_1
PI3K_SGEC Cytoplasm	PI3K_SGEC_Cytoplasm
PI3K_TFH Cytoplasm	PI3K_TFH_Cytoplasm
PI3K_TH1 Cytoplasm	PI3K_TH1_Cytoplasm
PI3K_TH17 Cytoplasm	PI3K_TH17_Cytoplasm
PI3K_TREG Cytoplasm	PI3K_TREG_Cytoplasm
PIP3/IP3R_complex_BCELL EndoplasmicReticulum	PIP3_IP3R_complex_BCELL_EndoplasmicReticulum
PIP3/IP3R_complex_PLASMA EndoplasmicReticulum	PIP3_IP3R_complex_PLASMA_EndoplasmicReticulum
PLCB_BCELL Cytoplasm	PLCB_BCELL_Cytoplasm
PLCB_BCELL Cytoplasm_1	PLCB_BCELL_Cytoplasm_1
PLCB_M1 Cytoplasm	PLCB_M1_Cytoplasm
PLCB_M2 Cytoplasm	PLCB_M2_Cytoplasm
PLCB_PDC Cytoplasm	PLCB_PDC_Cytoplasm
PLCB_PLASMA Cytoplasm	PLCB_PLASMA_Cytoplasm
PLCB_PLASMA Cytoplasm_1	PLCB_PLASMA_Cytoplasm_1
PLCB_SGEC Cytoplasm	PLCB_SGEC_Cytoplasm
PLCB_TFH Cytoplasm	PLCB_TFH_Cytoplasm
PLCB_TH1 Cytoplasm	PLCB_TH1_Cytoplasm
PLCB_TH17 Cytoplasm	PLCB_TH17_Cytoplasm
PLCB_TREG Cytoplasm	PLCB_TREG_Cytoplasm
PLCG_BCELL Cytoplasm	PLCG_BCELL_Cytoplasm
PLCG_BCELL Cytoplasm_1	PLCG_BCELL_Cytoplasm_1
PLCG_PLASMA Cytoplasm	PLCG_PLASMA_Cytoplasm
PLCG_PLASMA Cytoplasm_1	PLCG_PLASMA_Cytoplasm_1
PLCG_TFH Cytoplasm	PLCG_TFH_Cytoplasm
PLCG_TH1 Cytoplasm	PLCG_TH1_Cytoplasm
PLCG_TH17 Cytoplasm	PLCG_TH17_Cytoplasm
PLCG_TREG Cytoplasm	PLCG_TREG_Cytoplasm
PML_BCELL Cytoplasm	PML_BCELL_Cytoplasm
PML_M1 Cytoplasm	PML_M1_Cytoplasm
PML_M2 Cytoplasm	PML_M2_Cytoplasm
PML_PDC Cytoplasm	PML_PDC_Cytoplasm
PML_PLASMA Cytoplasm	PML_PLASMA_Cytoplasm
PML_SGEC Cytoplasm	PML_SGEC_Cytoplasm
PML_TFH Cytoplasm	PML_TFH_Cytoplasm
PML_TH1 Cytoplasm	PML_TH1_Cytoplasm
PML_TH17 Cytoplasm	PML_TH17_Cytoplasm
PML_TREG Cytoplasm	PML_TREG_Cytoplasm
PML_rna_BCELL Nucleus	PML_rna_BCELL_Nucleus
PML_rna_M1 Nucleus	PML_rna_M1_Nucleus
PML_rna_M2 Nucleus	PML_rna_M2_Nucleus
PML_rna_PDC Nucleus	PML_rna_PDC_Nucleus
PML_rna_PLASMA Nucleus	PML_rna_PLASMA_Nucleus
PML_rna_SGEC Nucleus	PML_rna_SGEC_Nucleus
PML_rna_TFH Nucleus	PML_rna_TFH_Nucleus
PML_rna_TH1 Nucleus	PML_rna_TH1_Nucleus
PML_rna_TH17 Nucleus	PML_rna_TH17_Nucleus
PML_rna_TREG Nucleus	PML_rna_TREG_Nucleus
PPP2R1A_BCELL Cytoplasm	PPP2R1A_BCELL_Cytoplasm
PPP2R1A_BCELL Cytoplasm_1	PPP2R1A_BCELL_Cytoplasm_1
PPP2R1A_M1 Cytoplasm	PPP2R1A_M1_Cytoplasm
PPP2R1A_M2 Cytoplasm	PPP2R1A_M2_Cytoplasm
PPP2R1A_PDC Cytoplasm	PPP2R1A_PDC_Cytoplasm
PPP2R1A_PLASMA Cytoplasm	PPP2R1A_PLASMA_Cytoplasm
PPP2R1A_PLASMA Cytoplasm_1	PPP2R1A_PLASMA_Cytoplasm_1
PPP2R1A_SGEC Cytoplasm	PPP2R1A_SGEC_Cytoplasm
PPP2R1A_TFH Cytoplasm	PPP2R1A_TFH_Cytoplasm
PPP2R1A_TH1 Cytoplasm	PPP2R1A_TH1_Cytoplasm
PPP2R1A_TH17 Cytoplasm	PPP2R1A_TH17_Cytoplasm
PPP2R1A_TREG Cytoplasm	PPP2R1A_TREG_Cytoplasm
PRKC_BCELL Cytoplasm	PRKC_BCELL_Cytoplasm
PRKC_PLASMA Cytoplasm	PRKC_PLASMA_Cytoplasm
PRMT5_BCELL Cytoplasm	PRMT5_BCELL_Cytoplasm
PRMT5_M1 Cytoplasm	PRMT5_M1_Cytoplasm
PRMT5_M2 Cytoplasm	PRMT5_M2_Cytoplasm
PRMT5_PDC Cytoplasm	PRMT5_PDC_Cytoplasm
PRMT5_PLASMA Cytoplasm	PRMT5_PLASMA_Cytoplasm
PRMT5_SGEC Cytoplasm	PRMT5_SGEC_Cytoplasm
PRMT5_TFH Cytoplasm	PRMT5_TFH_Cytoplasm
PRMT5_TH1 Cytoplasm	PRMT5_TH1_Cytoplasm
PRMT5_TH17 Cytoplasm	PRMT5_TH17_Cytoplasm
PRMT5_TREG Cytoplasm	PRMT5_TREG_Cytoplasm
PSME2_BCELL Cytoplasm	PSME2_BCELL_Cytoplasm
PSME2_M1 Cytoplasm	PSME2_M1_Cytoplasm
PSME2_M2 Cytoplasm	PSME2_M2_Cytoplasm
PSME2_PDC Cytoplasm	PSME2_PDC_Cytoplasm
PSME2_SGEC Cytoplasm	PSME2_SGEC_Cytoplasm
PSME2_gene_BCELL Nucleus	PSME2_gene_BCELL_Nucleus
PSME2_gene_M2 Nucleus	PSME2_gene_M2_Nucleus
PSME2_gene_SGEC Nucleus	PSME2_gene_SGEC_Nucleus
PSME2_rna_M1 Nucleus	PSME2_rna_M1_Nucleus
PSME2_rna_PDC Nucleus	PSME2_rna_PDC_Nucleus
PTEN_BCELL Cytoplasm	PTEN_BCELL_Cytoplasm
PTEN_PLASMA Cytoplasm	PTEN_PLASMA_Cytoplasm
PTGS2	PTGS2
PTGS2_gene_M1 Nucleus	PTGS2_gene_M1_Nucleus
PTGS2_gene_SGEC Nucleus	PTGS2_gene_SGEC_Nucleus
PTK2B_BCELL Cytoplasm	PTK2B_BCELL_Cytoplasm
PTK2B_M1 Cytoplasm	PTK2B_M1_Cytoplasm
PTK2B_M2 Cytoplasm	PTK2B_M2_Cytoplasm
PTK2B_PDC Cytoplasm	PTK2B_PDC_Cytoplasm
PTK2B_PLASMA Cytoplasm	PTK2B_PLASMA_Cytoplasm
PTK2B_TFH Cytoplasm	PTK2B_TFH_Cytoplasm
PTK2B_TH1 Cytoplasm	PTK2B_TH1_Cytoplasm
PTK2B_TH17 Cytoplasm	PTK2B_TH17_Cytoplasm
PTK2B_TREG Cytoplasm	PTK2B_TREG_Cytoplasm
PTK2_BCELL Cytoplasm	PTK2_BCELL_Cytoplasm
