Target,Level,Rule,Relation1,Identifier1
IKBIP_rna_TH1 Nucleus,1,TP53_TH1 Nucleus,isDescribedBy,
TRIM21_rna_TH1 Nucleus,1,(STAT1_space_homodimer_TH1 Nucleus|TLR3/dsRNA/PolyIC_complex_TH1 Cytoplasm),isDescribedBy,
dsRNA_TREG Cytoplasm,1,dsRNA/polyIC,isDescribedBy,
XIAP_TREG Cytoplasm,1,!XAF1_TREG Cytoplasm,isDescribedBy,
TRIM14_TREG Cytoplasm,1,TRIM14_rna_TREG Nucleus,isDescribedBy,
OAS3_TREG Cytoplasm,1,OAS3_rna_TREG Nucleus,isDescribedBy,
IFI30_TREG Cytoplasm,1,IFI30_rna_TREG Nucleus,isDescribedBy,
HLA-H_TREG Cytoplasm,1,HLA-H_rna_TREG Nucleus,isDescribedBy,
HLA-B_TREG Cytoplasm,1,HLA-B_rna_TREG Nucleus,isDescribedBy,
STAT5A/B_TREG Cytoplasm,1,JAK3_TREG Cytoplasm,isDescribedBy,
GLUT1_TREG Cytoplasm,1,GLUT1_rna_TREG Nucleus,isDescribedBy,
BST2_TREG Cytoplasm,1,BST2_rna_TREG Nucleus,isDescribedBy,
XAF1_TREG Cytoplasm,1,XAF1_rna_TREG Nucleus,isDescribedBy,
TYK2_TREG Cytoplasm,1,(IFNA/IFNAR_complex_TREG Cytoplasm|IFNB/IFNAR_complex_TREG Cytoplasm|IL12/IL12R_complex_TREG Cytoplasm)&!SOCS1_TREG Cytoplasm&!SOCS2_TREG Cytoplasm&!SOCS3_TREG Cytoplasm,isDescribedBy,
SOCS1_TREG Cytoplasm,1,SOCS2_rna_TREG Nucleus,isDescribedBy,
GBP1_TREG Cytoplasm,1,GBP1_rna_TREG Nucleus,isDescribedBy,
IL6R_complex_TREG Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
IL6ST_TREG Cytoplasm,1,(IL6_Extracellular|IL6_Extracellular|IL6_Extracellular|IL6_Extracellular),isDescribedBy,
CXCL12/CXCR4_complex_TREG Cytoplasm,1,CXCL12_Extracellular&CXCR4_TREG Cytoplasm_1,isDescribedBy,
CXCR4_TREG Cytoplasm,1,CXCL12_Extracellular,isDescribedBy,
TRIM22_TREG Cytoplasm,1,TRIM22_rna_TREG Nucleus,isDescribedBy,
SOCS3_TREG Cytoplasm,1,SOCS3_rna_TREG Nucleus,isDescribedBy,
IRF1_TREG Cytoplasm,1,IRF1_TREG Cytoplasm_1,isDescribedBy,
IL7R_complex_TREG Cytoplasm,1,IL7,isDescribedBy,
IL2RG_TREG Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IFI27_TREG Cytoplasm,1,IFI27_rna_TREG Nucleus,isDescribedBy,
IRF9_TREG Cytoplasm,1,IRF9_rna_TREG Nucleus,isDescribedBy,
CD27/CD70_complex_TREG Cytoplasm,1,CD27&CD70_space_homotrimer_TREG Cytoplasm_1,isDescribedBy,
IL2R_complex_TREG Cytoplasm,1,(IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
IL2RB_TREG Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL2_Secreted|IL2_Secreted|IL2_Secreted),isDescribedBy,
EIF2AK2_TREG Cytoplasm,1,EIF2AK2_rna_TREG Nucleus,isDescribedBy,
TRIM25_TREG Cytoplasm,1,TRIM25_rna_TREG Nucleus,isDescribedBy,
SMAD2/SMAD3_complex_TREG Cytoplasm,1,TGF/TGFBR1_complex_TREG Cytoplasm,isDescribedBy,
SOS2_TREG Cytoplasm,1,GRB2_TREG Cytoplasm,isDescribedBy,
IFITM1_TREG Cytoplasm,1,IFITM1_rna_TREG Nucleus,isDescribedBy,
MX2_TREG Cytoplasm,1,MX2_rna_TREG Nucleus,isDescribedBy,
TNF/TNFR2_complex_TREG Cytoplasm,1,TNF_Extracellular&TNFRSF1B_TREG Cytoplasm_2,isDescribedBy,
TNFRSF1B_TREG Cytoplasm,1,(TNF_Extracellular|TNF_Extracellular),isDescribedBy,
STAT2_TREG Cytoplasm,1,TYK2_TREG Cytoplasm,isDescribedBy,
GBP3_TREG Cytoplasm,1,GBP3_rna_TREG Nucleus,isDescribedBy,
IFI35_TREG Cytoplasm,1,IFI35_rna_TREG Nucleus,isDescribedBy,
GBP2_TREG Cytoplasm,1,GBP2_rna_TREG Nucleus,isDescribedBy,
OASL_TREG Cytoplasm,1,OASL_rna_TREG Nucleus,isDescribedBy,
HLA-DRA_TREG Cytoplasm,1,HLA-DRA_rna_TREG Nucleus,isDescribedBy,
GBP5_TREG Cytoplasm,1,GBP5_rna_TREG Nucleus,isDescribedBy,
JAK3_TREG Cytoplasm,1,(IL7/IL7R_complex_TREG Cytoplasm|IL2/IL2R_complex_TREG Cytoplasm|IL21/IL21R_complex_TREG Cytoplasm|IL15R_complex_TREG Cytoplasm)&!PTK2B_TREG Cytoplasm&!SOCS2_TREG Cytoplasm&!SOCS1_TREG Cytoplasm&!SOCS3_TREG Cytoplasm,isDescribedBy,
NCAM1_TREG Cytoplasm,1,NCAM1_rna_TREG Nucleus,isDescribedBy,
TGF/TGFBR1_complex_TREG Cytoplasm,1,TGFB1&TGFBR1_TREG Cytoplasm_1,isDescribedBy,
TGFBR1_TREG Cytoplasm,1,(TGFB1|TGFB1|TGFB1),isDescribedBy,
IRF5_TREG Cytoplasm,1,IRF5_rna_TREG Nucleus,isDescribedBy,
RRAS_TREG Cytoplasm,1,SOS2_TREG Cytoplasm,isDescribedBy,
PML_TREG Cytoplasm,1,PML_rna_TREG Nucleus,isDescribedBy,
RAF_TREG Cytoplasm,1,RRAS_TREG Cytoplasm,isDescribedBy,
CASP8_TREG Cytoplasm,1,FADD_TREG Cytoplasm_1&!CFLAR_TREG Cytoplasm,isDescribedBy,
PTPN2_TREG Cytoplasm_1,1,PTPN2_TREG Cytoplasm&EIF2AK2_space_homodimer_TREG Cytoplasm,isDescribedBy,
RIPK1_TREG Cytoplasm_1,1,RIPK1_rna_TREG Nucleus,isDescribedBy,
FAS_TREG Cytoplasm_1,1,FAS_rna_TREG Nucleus,isDescribedBy,
ADAR1_space_homodimer_TREG Cytoplasm,1,ADAR_TREG Cytoplasm,isDescribedBy,
ISG20_TREG Cytoplasm,1,ISG20_rna_TREG Nucleus,isDescribedBy,
IFI6_TREG Cytoplasm,1,IFI6_rna_TREG Nucleus,isDescribedBy,
EIF2AK2_space_homodimer_TREG Cytoplasm_1,1,EIF2AK2_space_homodimer_TREG Cytoplasm,isDescribedBy,
SOCS2_TREG Cytoplasm,1,SOCS1_rna_TREG Nucleus,isDescribedBy,
IFITM2_TREG Cytoplasm,1,IFITM2_rna_TREG Nucleus,isDescribedBy,
MHC1/B2M/TCR_complex_TREG Cytoplasm,1,MHC1/B2M_complex&TCR_complex_TREG Cytoplasm,isDescribedBy,
IFIT5_TREG Cytoplasm,1,IFIT5_rna_TREG Nucleus,isDescribedBy,
ISG15_TREG Cytoplasm,1,ISG15_rna_TREG Nucleus,isDescribedBy,
IFIT2_TREG Cytoplasm,1,IFIT2_rna_TREG Nucleus,isDescribedBy,
HLA-A_TREG Cytoplasm,1,HLA-A_rna_TREG Nucleus,isDescribedBy,
TNFSF15/TNFRSF25_complex_TREG Cytoplasm,1,TNFSF15&TNFRSF25_TREG Cytoplasm_1,isDescribedBy,
TNFRSF25_TREG Cytoplasm,1,(TNFSF15|TNFSF15),isDescribedBy,
IFIT1_TREG Cytoplasm,1,IFIT1_rna_TREG Nucleus,isDescribedBy,
MX1_TREG Cytoplasm,1,MX1_rna_TREG Nucleus,isDescribedBy,
CD80-86/CTLA4_complex,1,(CD86&CTLA4_TREG Cytoplasm|CD80&CTLA4_TREG Cytoplasm),isDescribedBy,
MAP2K1_TREG Cytoplasm,1,RAF_TREG Cytoplasm,isDescribedBy,
HLA-C_TREG Cytoplasm,1,HLA-C_rna_TREG Nucleus,isDescribedBy,
TRAIL/TRAILR_complex_TREG Cytoplasm,1,"TNFSF10&TNFRSF10A,B_TREG Cytoplasm_1",isDescribedBy,
GBP6_TREG Cytoplasm,1,GBP6_rna_TREG Nucleus,isDescribedBy,
HLA-DQA2_TREG Cytoplasm,1,HLA-DQA2_rna_TREG Nucleus,isDescribedBy,
TRIM5_TREG Cytoplasm,1,TRIM5_rna_TREG Nucleus,isDescribedBy,
JAK1_TREG Cytoplasm,1,(IFNA/IFNAR_complex_TREG Cytoplasm|IFNG/IFNGR_complex_TREG Cytoplasm|IL7/IL7R_complex_TREG Cytoplasm|IL2/IL2R_complex_TREG Cytoplasm|IFNB/IFNAR_complex_TREG Cytoplasm|IL21/IL21R_complex_TREG Cytoplasm|IL15R_complex_TREG Cytoplasm|IL6/IL6R_complex_TREG Cytoplasm)&!SOCS1_TREG Cytoplasm&!PTPN6_TREG Cytoplasm&!SOCS2_TREG Cytoplasm&!SOCS3_TREG Cytoplasm&!CISH_TREG Cytoplasm,isDescribedBy,
STAT1/STAT2_complex_TREG Cytoplasm,1,STAT1_TREG Cytoplasm_3&STAT2_TREG Cytoplasm,isDescribedBy,
PTK2_TREG Cytoplasm,1,VCAM/ITGA4/ITGB1_complex_TREG Cytoplasm,isDescribedBy,
IL6/IL6R_complex_TREG Cytoplasm,1,IL6_Extracellular&IL6R_complex_TREG Cytoplasm,isDescribedBy,
IL7/IL7R_complex_TREG Cytoplasm,1,IL7&IL7R_complex_TREG Cytoplasm,isDescribedBy,
MAP3K5_TREG Cytoplasm,1,DAXX_TREG Cytoplasm_1,isDescribedBy,
MDM2_TREG Cytoplasm,1,MDM2_rna_TREG Nucleus,isDescribedBy,
JAK2_TREG Cytoplasm,1,(IFNG/IFNGR_complex_TREG Cytoplasm|IL12/IL12R_complex_TREG Cytoplasm|IL6/IL6R_complex_TREG Cytoplasm)&!SOCS1_TREG Cytoplasm&!SOCS2_TREG Cytoplasm&!SOCS3_TREG Cytoplasm,isDescribedBy,
STAT1/STAT2/IRF9_complex_TREG Cytoplasm,1,IRF9_TREG Cytoplasm&STAT1/STAT2_complex_TREG Cytoplasm,isDescribedBy,
SRC_TREG Cytoplasm,1,GNAI_TREG Cytoplasm_1,isDescribedBy,
RSAD2_TREG Cytoplasm,1,RSAD2_rna_TREG Nucleus,isDescribedBy,
IFIT3_TREG Cytoplasm,1,IFIT3_rna_TREG Nucleus,isDescribedBy,
HLA-DQA1_TREG Cytoplasm,1,HLA-DQA1_rna_TREG Nucleus,isDescribedBy,
FCGR1BP_TREG Cytoplasm,1,FCGR1BP_rna_TREG Nucleus,isDescribedBy,
STAT1_TREG Cytoplasm_2,1,HDAC3_TREG Cytoplasm,isDescribedBy,
"TNFRSF10A,B_TREG Cytoplasm_1",1,TNFRSF10A_rna_TREG Nucleus,isDescribedBy,
OAS1_TREG Cytoplasm,1,OAS1_rna_TREG Nucleus,isDescribedBy,
IP6K2_TREG Cytoplasm,1,IP6K2_rna_TREG Nucleus,isDescribedBy,
IFITM3_TREG Cytoplasm,1,IFITM3_rna_TREG Nucleus,isDescribedBy,
ISG15_TREG Cytoplasm_1,1,(UBE2L6_TREG Cytoplasm|HERC5_TREG Cytoplasm)&ISG15_TREG Cytoplasm&!UBA7_TREG Cytoplasm,isDescribedBy,
STAT1_TREG Cytoplasm_3,1,(JAK1_TREG Cytoplasm|TYK2_TREG Cytoplasm)&STAT1_TREG Cytoplasm_2,isDescribedBy,
IFNA/IFNAR_complex_TREG Cytoplasm,1,IFNA_Extracellular&IFNAR_complex_TREG Cytoplasm,isDescribedBy,
TRIM34_TREG Cytoplasm,1,TRIM34_rna_TREG Nucleus,isDescribedBy,
IRF1_TREG Cytoplasm_1,1,IRF1_rna_TREG Nucleus,isDescribedBy,
VCAM/ITGA4/ITGB1_complex_TREG Cytoplasm,1,VCAM1_Extracellular&ITGA4/ITGB1_complex_TREG Cytoplasm,isDescribedBy,
IL2/IL2R_complex_TREG Cytoplasm,1,IL2_Extracellular&IL2R_complex_TREG Cytoplasm,isDescribedBy,
"MAPK11,12,13,14_TREG Cytoplasm",1,(MAP2K6_TREG Cytoplasm_1|MAP2K3_TREG Cytoplasm_1|CpG_DNA/TLR9_complex_TREG Cytoplasm),isDescribedBy,
OAS2_TREG Cytoplasm,1,OAS2_rna_TREG Nucleus,isDescribedBy,
TRIM6_TREG Cytoplasm,1,TRIM6_rna_TREG Nucleus,isDescribedBy,
STAT3_TREG Cytoplasm,1,JAK2_TREG Cytoplasm,isDescribedBy,
TNF/TNFR1_complex_TREG Cytoplasm,1,TNF_Extracellular&TNFRSF1A_TREG Cytoplasm,isDescribedBy,
SHC1_TREG Cytoplasm,1,(SRC_TREG Cytoplasm|IL21/IL21R_complex_TREG Cytoplasm),isDescribedBy,
TRADD_TREG Cytoplasm,1,(TNF/TNFR1_complex_TREG Cytoplasm|TNFSF15/TNFRSF25_complex_TREG Cytoplasm),isDescribedBy,
MT2A_TREG Cytoplasm,1,MT2A_rna_TREG Nucleus,isDescribedBy,
ADAR_TREG Cytoplasm,1,ADAR_rna_TREG Nucleus,isDescribedBy,
LCK/ZAP70_complex_TREG Cytoplasm,1,MHC1/B2M/TCR_complex_TREG Cytoplasm&!PTPRC_TREG Cytoplasm&!PTPN6_TREG Cytoplasm,isDescribedBy,
SHISA5_TREG Cytoplasm,1,SHISA5_rna_TREG Nucleus,isDescribedBy,
HLA-DRB4_TREG Cytoplasm,1,HLA-DRB4_rna_TREG Nucleus,isDescribedBy,
IL15R_complex_TREG Cytoplasm,1,IL15_Extracellular,isDescribedBy,
IL15RA_TREG Cytoplasm,1,(IL15_Extracellular|IL15_Extracellular|IL15_Extracellular|IL15_Extracellular),isDescribedBy,
GBP4_TREG Cytoplasm,1,GBP4_rna_TREG Nucleus,isDescribedBy,
CISH_TREG Cytoplasm,1,CISH_rna_TREG Nucleus,isDescribedBy,
IFNG/IFNGR_complex_TREG Cytoplasm,1,IFNG_Extracellular&IFNGR_complex_TREG Cytoplasm,isDescribedBy,
MAX_TREG Cytoplasm,1,"MAPK11,12,13,14_TREG Cytoplasm",isDescribedBy,
IFNB/IFNAR_complex_TREG Cytoplasm,1,IFNB1_Extracellular&IFNAR_complex_TREG Cytoplasm,isDescribedBy,
CHUK/CHUK_complex_TREG Cytoplasm,1,MAP3K14_TREG Cytoplasm_1,isDescribedBy,
SOCS2_rna_TREG Nucleus,1,STAT5_space_homodimer_TREG Nucleus,isDescribedBy,
GBP5_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
STAT1_space_homodimer_TREG Nucleus,1,STAT1_TREG Cytoplasm_3,isDescribedBy,
ISG15_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
IRF5_rna_TREG Nucleus,1,(STAT1_space_homodimer_TREG Nucleus|STAT1/STAT2/IRF9_complex_TREG Nucleus),isDescribedBy,
GBP4_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
IFI6_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
SP100_TREG Nucleus,1,SP100_rna_TREG Nucleus,isDescribedBy,
GBP2_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
TNFRSF10A_rna_TREG Nucleus,1,TP53_TREG Nucleus,isDescribedBy,
SOCS3_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
TRIM34_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
IFIT5_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
TRIM25_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
IFI35_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
PML_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
MT2A_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
GBP1_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
RIPK1_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
IFI30_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
IFI27_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
HLA-DQA2_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
PTPN2_TREG Nucleus,1,PTPN2_TREG Cytoplasm,isDescribedBy,
IRF9_rna_TREG Nucleus,1,(STAT1_space_homodimer_TREG Nucleus|STAT1/STAT2/IRF9_complex_TREG Nucleus),isDescribedBy,
CDKN1A_rna_TREG Nucleus,1,TP53_TREG Nucleus,isDescribedBy,
NCAM1_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
TRIM22_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
RRM2_rna_TREG Nucleus,1,TP53_TREG Nucleus,isDescribedBy,
TRIM14_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
HLA-DRA_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
SMAD2/SMAD3/SMAD4_complex_TREG Nucleus,1,SMAD2/SMAD3_complex_TREG Cytoplasm&SMAD4_TREG Cytoplasm,isDescribedBy,
TRIM6_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
TRIM5_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
ETS1_TREG Nucleus,1,ETS1_rna_TREG Nucleus,isDescribedBy,
GBP3_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
MX2_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
GBP6_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
SESN1_rna_TREG Nucleus,1,TP53_TREG Nucleus,isDescribedBy,
HLA-A_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
FAS_rna_TREG Nucleus,1,TP53_TREG Nucleus,isDescribedBy,
OASL_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
IFIT3_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
HLA-B_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
HLA-H_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
BST2_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
IL1R1_rna_TREG Nucleus,1,(IL1B|IL1B),isDescribedBy,
MX1_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
OAS1_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
RSAD2_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|CD40LG/CD40_complex_TREG Cytoplasm|TLR3/dsRNA/PolyIC_complex_TREG Cytoplasm|TLR7/ssRNA_complex_TREG Cytoplasm|PRMT5_TREG Cytoplasm),isDescribedBy,
OAS3_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
MDM2_rna_TREG Nucleus,1,TP53_TREG Nucleus,isDescribedBy,
IP6K2_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
IFITM1_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
IFIT2_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
OAS2_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
IFITM2_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
SHISA5_rna_TREG Nucleus,1,TP53_TREG Nucleus,isDescribedBy,
XAF1_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
HLA-DQA1_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
EIF2AK2_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
IFIT1_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
SOCS1_rna_TREG Nucleus,1,STAT5_space_homodimer_TREG Nucleus,isDescribedBy,
FCGR1BP_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
HLA-DRB4_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
STAT5_space_homodimer_TREG Nucleus,1,STAT5A/B_TREG Cytoplasm,isDescribedBy,
IL10_rna,1,(TLR7/ssRNA_complex_TREG Cytoplasm|CpG_DNA/TLR9_complex_TREG Cytoplasm|AP1_complex_TREG Nucleus),isDescribedBy,
CISH_rna_TREG Nucleus,1,STAT5_space_homodimer_TREG Nucleus,isDescribedBy,
SP100_rna_TREG Nucleus,1,STAT1_space_homodimer_TREG Nucleus,isDescribedBy,
ADAR_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
STAT1/STAT2/IRF9_complex_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Cytoplasm&KPNB1_TREG Cytoplasm,isDescribedBy,
STAT1_space_homodimer_TREG Nucleus_1,1,STAT1_space_homodimer_TREG Nucleus&PTPN2_TREG Nucleus,isDescribedBy,
ETS1_rna_TREG Nucleus,1,SP100_TREG Nucleus,isDescribedBy,
IFITM3_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
ISG20_rna_TREG Nucleus,1,STAT1/STAT2/IRF9_complex_TREG Nucleus,isDescribedBy,
HLA-C_rna_TREG Nucleus,1,(STAT1/STAT2/IRF9_complex_TREG Nucleus|STAT1_space_homodimer_TREG Nucleus),isDescribedBy,
IRF1_rna_TREG Nucleus,1,(STAT1_space_homodimer_TREG Nucleus|STAT1/STAT2/IRF9_complex_TREG Nucleus),isDescribedBy,
IKBIP_rna_TREG Nucleus,1,TP53_TREG Nucleus,isDescribedBy,
TRIM21_rna_TREG Nucleus,1,(STAT1_space_homodimer_TREG Nucleus|TLR3/dsRNA/PolyIC_complex_TREG Cytoplasm),isDescribedBy,
ICOSLG_ICOS_complex_Extracellular,1,ICOSLG&ICOS_TFH Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular,1,MHC1_space_proteins&TCR_complex_TFH Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_2,1,MHC1_space_proteins&TCR_complex_TH17 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_1,1,MHC1_space_proteins&TCR_complex_TH1 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_3,1,MHC1_space_proteins&TCR_complex_TREG Cytoplasm,isDescribedBy,
FASLG_FAS_complex_Extracellular,1,FASLG&FAS_SGEC Cytoplasm,isDescribedBy,
ICOSLG_ICOS_complex_Extracellular_1,1,ICOSLG&ICOS_TFH Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_4,1,MHC1_space_proteins&TCR_complex_TFH Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_6,1,MHC1_space_proteins&TCR_complex_TH17 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_5,1,MHC1_space_proteins&TCR_complex_TH1 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_7,1,MHC1_space_proteins&TCR_complex_TREG Cytoplasm,isDescribedBy,
ICOSLG_ICOS_complex_Extracellular_2,1,ICOSLG&ICOS_TFH Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_8,1,MHC1_space_proteins&TCR_complex_TFH Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_10,1,MHC1_space_proteins&TCR_complex_TH17 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_9,1,MHC1_space_proteins&TCR_complex_TH1 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_11,1,MHC1_space_proteins&TCR_complex_TREG Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_12,1,MHC1_space_proteins&TCR_complex_TFH Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_14,1,MHC1_space_proteins&TCR_complex_TH17 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_13,1,MHC1_space_proteins&TCR_complex_TH1 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_15,1,MHC1_space_proteins&TCR_complex_TREG Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_16,1,MHC1_space_proteins&TCR_complex_TFH Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_18,1,MHC1_space_proteins&TCR_complex_TH17 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_17,1,MHC1_space_proteins&TCR_complex_TH1 Cytoplasm,isDescribedBy,
MHC1_space_proteins_TCR_complex_Extracellular_19,1,MHC1_space_proteins&TCR_complex_TREG Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular,1,CD40LG&CD40_BCELL Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_1,1,CD40LG&CD40_M1 Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_2,1,CD40LG&CD40_M2 Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_3,1,CD40LG&CD40_PDC Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_4,1,CD40LG&CD40_SGEC Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_10,1,CD40LG&CD40_BCELL Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_11,1,CD40LG&CD40_M1 Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_12,1,CD40LG&CD40_M2 Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_13,1,CD40LG&CD40_PDC Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_14,1,CD40LG&CD40_SGEC Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_5,1,CD40LG&CD40_BCELL Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_6,1,CD40LG&CD40_M1 Cytoplasm,isDescribedBy,
CD40LG_CD40_complex_Extracellular_7,1,CD40LG&CD40_M2 Cytoplasm,isDescribedBy,
